mainichi,https://mainichi.jp/
yomiuri,https://www.yomiuri.co.jp/
nikkei,https://www.nikkei.com/
asahi,https://www.asahi.com/
sankei,https://www.sankei.com/
hokkaido,https://www.hokkaido-np.co.jp/
kahoku,https://www.kahoku.co.jp/
chunichi,https://www.chunichi.co.jp/
tokyo,https://www.tokyo-np.co.jp/
chugoku,https://www.chugoku-np.co.jp/
nishinippon,https://www.nishinippon.co.jp/
ryukyushimpo,https://ryukyushimpo.jp/
okinawatimes,https://www.okinawatimes.co.jp/
